Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
10018-00005,"Bike, Moto",2023 - Spring,HYDROMATIC BRISKER,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Waterproof,,Mens,Blue,TRUE,TRUE,10018-00005,10018-00005,10018-00006,10018-00007,10018-00008,10018-00009,,,S,M,L,XL,2XL,,,44.5,44.5,VN,"61% Polyester
23% Nylon
12% Polyurethane (PU)
4% Elastane","Warm, Dry & Light. Mother Nature has met her match with this low profile glove engineered to keep you going fast in cold, wet weather. Laminated insulated shell with waterproof breathable insert blocks out the water and keeps they dry while maintaining exceptional dexterity and control of your bike.","• Single-layer PU palm for weather protection
• Lightly insulated soft-shell top hand ensures protection against colder temps
• Moisture wicking microfiber interior provides the perfect level of insulation
• Waterproof-breathable insert secured to outer layer for optimal gripping
• Silicone printed palm graphic increases grip in wet conditions
• Reflective graphic on top of hand offer a clean look with improved visibility
• Embossed graphics for some added texture
• Extended waterproof neoprene pull-on cuff for more coverage
• Conductive index finger & thumb keeps you connected with your digital device",https://fs.amplifi.io//file?id=dcad5eea-be6f-489e-a5c0-1cb8d08538a0,https://fs.amplifi.io//file?id=dcad5eea-be6f-489e-a5c0-1cb8d08538a0&variant=thumb&extension=png
10019-00000,Bike,2023 - Spring,SLING,Bike Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Black,TRUE,TRUE,10019-00000,10019-00000,10019-00001,10019-00002,10019-00003,10019-00004,,,S,M,L,XL,2XL,,,39.5,39.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=59da8e01-d7bd-4027-9b77-945584921448,https://fs.amplifi.io//file?id=59da8e01-d7bd-4027-9b77-945584921448&variant=thumb&extension=png
10019-00005,Bike,2023 - Spring,SLING,Bike Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Grey,TRUE,TRUE,10019-00005,10019-00005,10019-00006,10019-00007,10019-00008,10019-00009,,,S,M,L,XL,2XL,,,39.5,39.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=7b4e93ed-ac52-43ac-8eba-5e970dd6460a,https://fs.amplifi.io//file?id=7b4e93ed-ac52-43ac-8eba-5e970dd6460a&variant=thumb&extension=png
10019-00010,Bike,2023 - Spring,SLING,Bike Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Navy,TRUE,TRUE,10019-00010,10019-00010,10019-00011,10019-00012,10019-00013,10019-00014,,,S,M,L,XL,2XL,,,39.5,39.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=066c04e8-451a-4f13-8fb1-5f7e3fbe5bb3,https://fs.amplifi.io//file?id=066c04e8-451a-4f13-8fb1-5f7e3fbe5bb3&variant=thumb&extension=png
10021-00000,Bike,2023 - Spring,SLING,Bike Short Finger Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Short Fingers,,Mens,Black,TRUE,TRUE,10021-00000,10021-00000,10021-00001,10021-00002,10021-00003,10021-00004,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Pull tabs on middle fingers to aid in removal",https://fs.amplifi.io//file?id=a8fd26f8-e4e9-4cb4-996b-af42fde910ab,https://fs.amplifi.io//file?id=a8fd26f8-e4e9-4cb4-996b-af42fde910ab&variant=thumb&extension=png
10021-00005,Bike,2023 - Spring,SLING,Bike Short Finger Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Short Fingers,,Mens,Grey,TRUE,TRUE,10021-00005,10021-00005,10021-00006,10021-00007,10021-00008,10021-00009,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Pull tabs on middle fingers to aid in removal",https://fs.amplifi.io//file?id=662e698b-991b-4f1e-8491-69576e07e67b,https://fs.amplifi.io//file?id=662e698b-991b-4f1e-8491-69576e07e67b&variant=thumb&extension=png
10021-00010,Bike,2023 - Spring,SLING,Bike Short Finger Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Short Fingers,,Mens,Navy,TRUE,TRUE,10021-00010,10021-00010,10021-00011,10021-00012,10021-00013,10021-00014,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Pull tabs on middle fingers to aid in removal",https://fs.amplifi.io//file?id=608a5ce3-451d-4e2c-9447-dd0fbec67cf4,https://fs.amplifi.io//file?id=608a5ce3-451d-4e2c-9447-dd0fbec67cf4&variant=thumb&extension=png
10023-00000,Bike,2023 - Spring,SLING MX,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Black,TRUE,TRUE,10023-00000,10023-00000,10023-00001,10023-00002,10023-00003,10023-00004,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=286f060f-c2e5-466a-ae0e-be565a8df7e9,https://fs.amplifi.io//file?id=286f060f-c2e5-466a-ae0e-be565a8df7e9&variant=thumb&extension=png
10023-00005,Bike,2023 - Spring,SLING MX,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Fluo Yellow,TRUE,TRUE,10023-00005,10023-00005,10023-00006,10023-00007,10023-00008,10023-00009,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=aa580512-1e22-4126-a4fe-b6395f926668,https://fs.amplifi.io//file?id=aa580512-1e22-4126-a4fe-b6395f926668&variant=thumb&extension=png
10023-00010,Bike,2023 - Spring,SLING MX,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Navy,TRUE,TRUE,10023-00010,10023-00010,10023-00011,10023-00012,10023-00013,10023-00014,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=b71b3cca-3a40-40be-a85b-ebe6394e22a1,https://fs.amplifi.io//file?id=b71b3cca-3a40-40be-a85b-ebe6394e22a1&variant=thumb&extension=png
10023-00015,Bike,2023 - Spring,SLING MX,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Grey,TRUE,TRUE,10023-00015,10023-00015,10023-00016,10023-00017,10023-00018,10023-00019,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=0bc4de64-6e19-4fb2-8363-752729b528d8,https://fs.amplifi.io//file?id=0bc4de64-6e19-4fb2-8363-752729b528d8&variant=thumb&extension=png
10024-00000,Bike,2023 - Spring,EXCEEDA,Gel Short Finger Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Short Fingers,,Mens,Black,TRUE,TRUE,10024-00000,10024-00000,10024-00001,10024-00002,10024-00003,10024-00004,,,S,M,L,XL,2XL,,,29.5,29.5,VN,"52% Nylon
21% Polyester
13% Polyurethane (PU)
7% Elastane
7% Rubber",Endless Possibilities. No limits on the road with this glove. Ultra-light top of hand material is fused with the simplistic design and gel palm top riders expect from a premium glove. Maximum comfort and durability with minimal interference.,"• Stylish embossed slip-on cuff for application ease and comfort.
• Seamless mesh top hand and gussets improve fit over knuckles and increase airflow.
• Thumb overlay aids in reducing blisters. Perforated Clarino® palm with gel pads for vibration dampening and comfort
• Pull tabs on middle fingers to aid in removal
• Reflective print to aid in visibility.",https://fs.amplifi.io//file?id=298b72f2-c46f-4364-9100-de0307fa7503,https://fs.amplifi.io//file?id=298b72f2-c46f-4364-9100-de0307fa7503&variant=thumb&extension=png
10024-00005,Bike,2023 - Spring,EXCEEDA,Gel Short Finger Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Short Fingers,,Mens,Fluo Yellow,TRUE,TRUE,10024-00005,10024-00005,10024-00006,10024-00007,10024-00008,10024-00009,,,S,M,L,XL,2XL,,,29.5,29.5,VN,"52% Nylon
21% Polyester
13% Polyurethane (PU)
7% Elastane
7% Rubber",Endless Possibilities. No limits on the road with this glove. Ultra-light top of hand material is fused with the simplistic design and gel palm top riders expect from a premium glove. Maximum comfort and durability with minimal interference.,"• Stylish embossed slip-on cuff for application ease and comfort.
• Seamless mesh top hand and gussets improve fit over knuckles and increase airflow.
• Thumb overlay aids in reducing blisters. Perforated Clarino® palm with gel pads for vibration dampening and comfort
• Pull tabs on middle fingers to aid in removal
• Reflective print to aid in visibility.",https://fs.amplifi.io//file?id=426dab87-271c-4eee-b876-ba495f47d526,https://fs.amplifi.io//file?id=426dab87-271c-4eee-b876-ba495f47d526&variant=thumb&extension=png
10026-00000,Bike,2023 - Spring,GEOMATIC,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Black/Charcoal,TRUE,TRUE,10026-00000,10026-00000,10026-00001,10026-00002,10026-00003,10026-00004,,,S,M,L,XL,2XL,,,34.5,34.5,VN,"73% Nylon
15% Polyurethane (PU)
9% Rubber
3% Elastane",Everyday Comfort. The multi-panel construction of the Geomatic is engineered to blend unmatched comfort and versatility into a great fitting MTB glove.,"• Slip-on embossed neoprene cuff offers maximum durability, comfort and modern look
• TPR details protect the knuckles and top of hand
• Mesh finger gussets enhance mobility and wick away moisture
• Microfiber thumb aids in cleaning eye protection or removing sweat from face
• Perforated single-layer Clarino® palm for superior airflow and comfort
• Silicone print on fingers for added grip and lever traction
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=678b0e29-598a-42eb-baab-7ee60d670528,https://fs.amplifi.io//file?id=678b0e29-598a-42eb-baab-7ee60d670528&variant=thumb&extension=png
10026-00005,Bike,2023 - Spring,GEOMATIC,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Fluo Yellow,TRUE,TRUE,10026-00005,10026-00005,10026-00006,10026-00007,10026-00008,10026-00009,,,S,M,L,XL,2XL,,,34.5,34.5,VN,"73% Nylon
15% Polyurethane (PU)
9% Rubber
3% Elastane",Everyday Comfort. The multi-panel construction of the Geomatic is engineered to blend unmatched comfort and versatility into a great fitting MTB glove.,"• Slip-on embossed neoprene cuff offers maximum durability, comfort and modern look
• TPR details protect the knuckles and top of hand
• Mesh finger gussets enhance mobility and wick away moisture
• Microfiber thumb aids in cleaning eye protection or removing sweat from face
• Perforated single-layer Clarino® palm for superior airflow and comfort
• Silicone print on fingers for added grip and lever traction
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=38ec5dd6-df4f-4c49-9cbe-8f8f3e69baba,https://fs.amplifi.io//file?id=38ec5dd6-df4f-4c49-9cbe-8f8f3e69baba&variant=thumb&extension=png
10026-00015,Bike,2023 - Spring,GEOMATIC,Gloves,Gloves,Soft Goods,SP22,"FA22, SP22, SP23",Gloves,Regular,,Mens,Red,TRUE,TRUE,10026-00015,10026-00015,10026-00016,10026-00017,10026-00018,10026-00019,,,S,M,L,XL,2XL,,,34.5,34.5,VN,"73% Nylon
15% Polyurethane (PU)
9% Rubber
3% Elastane",Everyday Comfort. The multi-panel construction of the Geomatic is engineered to blend unmatched comfort and versatility into a great fitting MTB glove.,"• Slip-on embossed neoprene cuff offers maximum durability, comfort and modern look
• TPR details protect the knuckles and top of hand
• Mesh finger gussets enhance mobility and wick away moisture
• Microfiber thumb aids in cleaning eye protection or removing sweat from face
• Perforated single-layer Clarino® palm for superior airflow and comfort
• Silicone print on fingers for added grip and lever traction
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=a64d73d4-03dc-4690-8699-7617946699b1,https://fs.amplifi.io//file?id=a64d73d4-03dc-4690-8699-7617946699b1&variant=thumb&extension=png
